country,state,district,year,dyid,hardnesstotal,SDP,GinniIndex
India,Delhi,Central,2010,Central2010,477,299873.9628476,
India,Karnataka,Chamarajanagara,2000,Chamarajanagara2000,,276258.3865464,-
India,Karnataka,Chamarajanagara,2001,Chamarajanagara2001,,281266.0548067,-
India,Karnataka,Chamarajanagara,2002,Chamarajanagara2002,,296352.7163877,-
India,Karnataka,Chamarajanagara,2003,Chamarajanagara2003,,302124.2662471,-
India,Karnataka,Chamarajanagara,2004,Chamarajanagara2004,,332758.3433893,-
India,Karnataka,Chamarajanagara,2005,Chamarajanagara2005,,366993.4895299,-
India,Karnataka,Chamarajanagara,2006,Chamarajanagara2006,,405152.1452699,-
India,Karnataka,Chamarajanagara,2007,Chamarajanagara2007,166,455993.4845757,-
India,Karnataka,Chamarajanagara,2008,Chamarajanagara2008,,488433.5425002,-
India,Karnataka,Chamarajanagara,2009,Chamarajanagara2009,271.57895,488554.9250672,-
India,Karnataka,Chamarajanagara,2010,Chamarajanagara2010,,538790.6955123,0.25
India,Karnataka,Chamarajanagara,2011,Chamarajanagara2011,,554952.2022990,-
India,Karnataka,Chamarajanagara,2012,Chamarajanagara2012,,593192.0328710,-
India,Karnataka,Chamarajanagara,2013,Chamarajanagara2013,247.1875,646786.9485200,-
India,Karnataka,Chamarajanagara,2014,Chamarajanagara2014,195,671283.4979700,-
India,Karnataka,Chamarajanagara,2015,Chamarajanagara2015,,749951.6130690,-
India,Karnataka,Chamarajanagara,2016,Chamarajanagara2016,425.60001,851393.9914870,-
India,Karnataka,Chamarajanagara,2017,Chamarajanagara2017,,915641.8926070,-
India,Karnataka,Chamarajanagara,2018,Chamarajanagara2018,120,974815.3000880,-
India,Himachal Pradesh,Chamba,2000,Chamba2000,,29339.7770153,-
India,Himachal Pradesh,Chamba,2001,Chamba2001,,30835.3047836,-
India,Himachal Pradesh,Chamba,2002,Chamba2002,,32337.4695094,-
India,Himachal Pradesh,Chamba,2003,Chamba2003,,34503.3299903,-
India,Himachal Pradesh,Chamba,2004,Chamba2004,,37777.5623823,-
India,Himachal Pradesh,Chamba,2005,Chamba2005,,41021.5488591,-
India,Himachal Pradesh,Chamba,2006,Chamba2006,,44249.1525372,-
India,Himachal Pradesh,Chamba,2007,Chamba2007,,46999.7471168,-
India,Himachal Pradesh,Chamba,2008,Chamba2008,,49294.6021030,-
India,Himachal Pradesh,Chamba,2009,Chamba2009,,51967.4470910,-
India,Himachal Pradesh,Chamba,2010,Chamba2010,,56319.5239360,0.27
India,Himachal Pradesh,Chamba,2011,Chamba2011,,60536.2498140,-
India,Himachal Pradesh,Chamba,2012,Chamba2012,,64518.5206780,-
India,Himachal Pradesh,Chamba,2013,Chamba2013,,69398.1551520,-
India,Himachal Pradesh,Chamba,2014,Chamba2014,,74552.9824970,-
India,Himachal Pradesh,Chamba,2015,Chamba2015,,80562.9156560,-
India,Himachal Pradesh,Chamba,2016,Chamba2016,,88112.1223300,-
India,Himachal Pradesh,Chamba,2017,Chamba2017,,93524.9756800,-
India,Himachal Pradesh,Chamba,2018,Chamba2018,0,99217.8269700,-
India,Uttarakhand,Champawat,2000,Champawat2000,,30799.7571684,-
India,Uttarakhand,Champawat,2001,Champawat2001,,32261.1667241,-
India,Uttarakhand,Champawat,2002,Champawat2002,,35281.9027236,-
India,Uttarakhand,Champawat,2003,Champawat2003,,38072.5340360,-
India,Uttarakhand,Champawat,2004,Champawat2004,,43080.9828650,-
India,Uttarakhand,Champawat,2005,Champawat2005,132,49189.0541775,-
India,Uttarakhand,Champawat,2006,Champawat2006,,55116.2983736,-
India,Uttarakhand,Champawat,2007,Champawat2007,106,64750.7207447,-
India,Uttarakhand,Champawat,2008,Champawat2008,87.5,71643.1429636,-
India,Uttarakhand,Champawat,2009,Champawat2009,122.5,83903.4340797,-
India,Uttarakhand,Champawat,2010,Champawat2010,117,92717.0888381,0.29
India,Uttarakhand,Champawat,2011,Champawat2011,,101959.6256980,-
India,Uttarakhand,Champawat,2012,Champawat2012,131,109528.4945440,-
India,Uttarakhand,Champawat,2013,Champawat2013,,117777.5084070,-
India,Uttarakhand,Champawat,2014,Champawat2014,,125701.6631370,-
India,Uttarakhand,Champawat,2015,Champawat2015,185,136143.5115310,-
India,Uttarakhand,Champawat,2016,Champawat2016,245,150302.9427190,-
India,Uttarakhand,Champawat,2017,Champawat2017,,162204.7860830,-
India,Uttarakhand,Champawat,2018,Champawat2018,,166518.8079100,-
India,Uttar Pradesh,Chandauli,2000,Chandauli2000,409.25,351084.1089774,-
India,Uttar Pradesh,Chandauli,2001,Chandauli2001,,357471.0467097,-
India,Uttar Pradesh,Chandauli,2002,Chandauli2002,,369038.1836814,-
India,Uttar Pradesh,Chandauli,2003,Chandauli2003,,388468.8674867,-
India,Uttar Pradesh,Chandauli,2004,Chandauli2004,451.25,407921.4919919,-
